CEP inicial,Latitude inicial,Longitude inicial,Dia do vôo,Hora inicial,Velocidade,CEP final,Latitude final,Longitude final,Pouso,Hora final
81935113,-25.5499175384761,-49.253610923113,1,09:38:00,96,81250610,-25.4933426909383,-49.3409114723655,SIM,09:45:00
81250610,-25.4933426909383,-49.3409114723655,1,09:46:00,96,80540140,-25.4021061827475,-49.2605236422368,SIM,09:53:00
80540140,-25.4021061827475,-49.2605236422368,1,09:54:00,96,80230090,-25.4390390483783,-49.2723309760101,SIM,09:56:00
80230090,-25.4390390483783,-49.2723309760101,1,09:57:00,36,81460235,-25.5296041641745,-49.3384583258202,SIM,10:21:00
81460235,-25.5296041641745,-49.3384583258202,1,10:22:00,96,81720360,-25.5259885359266,-49.2525244997371,SIM,10:26:00
81720360,-25.5259885359266,-49.2525244997371,1,10:27:00,96,80710350,-25.4333576000608,-49.3086768002282,SIM,10:34:00
80710350,-25.4333576000608,-49.3086768002282,1,10:35:00,96,82100440,-25.3942804783177,-49.2932765649519,SIM,10:37:00
82100440,-25.3942804783177,-49.2932765649519,1,10:38:00,96,81830580,-25.525272804958,-49.2599985858237,SIM,10:46:00
81830580,-25.525272804958,-49.2599985858237,1,10:47:00,96,82130282,-25.3808727224324,-49.2743298330015,SIM,10:57:00
82130282,-25.3808727224324,-49.2743298330015,1,10:58:00,96,80530040,-25.4219925091123,-49.2723748799989,SIM,11:00:00
80530040,-25.4219925091123,-49.2723748799989,1,11:01:00,96,80030430,-25.4146322176159,-49.2550561883948,SIM,11:02:00
80030430,-25.4146322176159,-49.2550561883948,1,11:03:00,96,82900480,-25.445789018659,-49.2173394258684,SIM,11:05:00
82900480,-25.445789018659,-49.2173394258684,1,11:06:00,96,82930390,-25.4608672106041,-49.2047594214569,SIM,11:07:00
82930390,-25.4608672106041,-49.2047594214569,1,11:08:00,96,81480125,-25.5614706374337,-49.3118706658535,SIM,11:19:00
81480125,-25.5614706374337,-49.3118706658535,1,11:20:00,36,81935050,-25.555508412277,-49.2544885303963,SIM,11:26:00
81935050,-25.555508412277,-49.2544885303963,1,11:27:00,96,81590220,-25.4821304044981,-49.1983598981544,SIM,11:32:00
81590220,-25.4821304044981,-49.1983598981544,1,11:33:00,96,81050411,-25.482982,-49.305864,SIM,11:41:00
81050411,-25.482982,-49.305864,1,11:42:00,96,82025101,-25.4089804447922,-49.3131316666906,SIM,11:47:00
82025101,-25.4089804447922,-49.3131316666906,1,11:48:00,96,81825210,-25.5262738689431,-49.2736153558222,SIM,11:55:00
81825210,-25.5262738689431,-49.2736153558222,1,11:56:00,96,80540290,-25.4060056184402,-49.2667691092792,SIM,12:04:00
80540290,-25.4060056184402,-49.2667691092792,1,12:05:00,96,80810020,-25.4179269867733,-49.2959062863188,SIM,12:07:00
80810020,-25.4179269867733,-49.2959062863188,1,12:08:00,96,81490398,-25.5963908362783,-49.3358913045797,SIM,12:20:00
81490398,-25.5963908362783,-49.3358913045797,1,12:21:00,96,81280190,-25.4369027676958,-49.3594793608748,SIM,12:32:00
81280190,-25.4369027676958,-49.3594793608748,1,12:33:00,96,81770140,-25.5277922333666,-49.2459991910781,SIM,12:41:00
81770140,-25.5277922333666,-49.2459991910781,1,12:42:00,36,80220380,-25.4622493336364,-49.2552576680305,SIM,12:53:00
80220380,-25.4622493336364,-49.2552576680305,1,12:54:00,96,82220610,-25.3725747859642,-49.2682819283134,SIM,13:00:00
82220610,-25.3725747859642,-49.2682819283134,1,13:01:00,96,81310370,-25.5005119473929,-49.3186624209516,SIM,13:10:00
81310370,-25.5005119473929,-49.3186624209516,1,13:11:00,96,81850680,-25.54320816435,-49.242931161733,SIM,13:15:00
81850680,-25.54320816435,-49.242931161733,1,13:16:00,96,81550315,-25.4881320075695,-49.208315008611,SIM,13:19:00
81550315,-25.4881320075695,-49.208315008611,1,13:20:00,92,81550430,-25.4903390577391,-49.20628701026,SIM,13:20:00
81550430,-25.4903390577391,-49.20628701026,1,13:21:00,96,81020420,-25.4920196819718,-49.2840872729491,SIM,13:27:00
81020420,-25.4920196819718,-49.2840872729491,1,13:28:00,96,81580050,-25.4911705040405,-49.228041043675,SIM,13:30:00
81580050,-25.4911705040405,-49.228041043675,1,13:31:00,96,81470055,-25.5630048148415,-49.3383968771216,SIM,13:41:00
